Sr. No.,State Code,State Name,District Name,District Code,Project Name,Project Code,Sector,Sector Code,AWC Name,Village Town,LGD Village Code /Town Code,AWC Code,Health Block,Block Code,Helath Sub centre,Helath Sub Centre Code
2483,02,Himachal Pradesh,Kangra,024,Nagrota Bagwan,09,Sunehar,12,Mangwal,Lilly,009841,02024091215,,,,
2484,02,Himachal Pradesh,Kangra,024,Nagrota Bagwan,09,Sunehar,12,Mundla,Mundla,009918,02024091216,,,,
2485,02,Himachal Pradesh,Kangra,024,Nagrota Bagwan,09,Sunehar,12,Mundla I,Mundla,009918,02024091217,,,,
2486,02,Himachal Pradesh,Kangra,024,Nagrota Bagwan,09,Sunehar,12,Mudla Dhar,Mundla,009834,02024091218,,,,
2487,02,Himachal Pradesh,Kangra,024,Nagrota Bagwan,09,Sunehar,12,Nogajja,Amtrar,009863,02024091219,,,,
2488,02,Himachal Pradesh,Kangra,024,Nagrota Bagwan,09,Sunehar,12,Nihar Galu,Nihar Galu,009868,02024091220,,,,
2489,02,Himachal Pradesh,Kangra,024,Nagrota Bagwan,09,Sunehar,12,Nuhar khola,Nuhar khola,009835,02024091221,,,,
2490,02,Himachal Pradesh,Kangra,024,Nagrota Bagwan,09,Sunehar,12,Panjlehar,Nuhar khola,009858,02024091222,,,,
2491,02,Himachal Pradesh,Kangra,024,Nagrota Bagwan,09,Sunehar,12,Samloti ,Samloti,009865,02024091223,,,,
2492,02,Himachal Pradesh,Kangra,024,Nagrota Bagwan,09,Sunehar,12,Sunehar,Sunehar,009817,02024091224,,,,
2493,02,Himachal Pradesh,Kangra,024,Nagrota Bagwan,09,Sunehar,12,Tarkhankar,Amtrar,009850,02024091225,,,,
2494,02,Himachal Pradesh,Kangra,024,Nagrota Bagwan,09,Sunehar,12,Ustehad,Ustehar,009862,02024091226,,,,
2495,02,Himachal Pradesh,Kangra,024,Nagrota Surian,10,Nagrota Surian,01,Nagrotta I,Nagrota Surian,009180,02024100101,,,,
2496,02,Himachal Pradesh,Kangra,024,Nagrota Surian,10,Nagrota Surian,01,Nagrotta II,Nagrota Surian,009180,02024100102,,,,
2497,02,Himachal Pradesh,Kangra,024,Nagrota Surian,10,Nagrota Surian,01,Pakharbad,Nagrota Surian,009180,02024100103,,,,
2498,02,Himachal Pradesh,Kangra,024,Nagrota Surian,10,Nagrota Surian,01,Nagrotta III,Nagrota Surian,009180,02024100104,,,,
2499,02,Himachal Pradesh,Kangra,024,Nagrota Surian,10,Nagrota Surian,01,Nagrotta IV,Nagrota Surian,009180,02024100105,,,,
2500,02,Himachal Pradesh,Kangra,024,Nagrota Surian,10,Nagrota Surian,01,Nagrotta V,Nagrota Surian,009180,02024100106,,,,
2501,02,Himachal Pradesh,Kangra,024,Nagrota Surian,10,Nagrota Surian,01,Nagrotta VI,Nagrota Surian,009180,02024100107,,,,
2502,02,Himachal Pradesh,Kangra,024,Nagrota Surian,10,Nagrota Surian,01,Nagrotta VII,Nagrota Surian,009180,02024100108,,,,
2503,02,Himachal Pradesh,Kangra,024,Nagrota Surian,10,Nagrota Surian,01,Katholi I,Katholi ,009182,02024100109,,,,
2504,02,Himachal Pradesh,Kangra,024,Nagrota Surian,10,Nagrota Surian,01,Katholi II,Katholi ,009182,02024100110,,,,
2505,02,Himachal Pradesh,Kangra,024,Nagrota Surian,10,Nagrota Surian,01,Har,Har,009181,02024100111,,,,
2506,02,Himachal Pradesh,Kangra,024,Nagrota Surian,10,Nagrota Surian,01,Balohar,Katholi ,009182,02024100112,,,,
2507,02,Himachal Pradesh,Kangra,024,Nagrota Surian,10,Nagrota Surian,01,Gher,Katholi ,009182,02024100113,,,,
2508,02,Himachal Pradesh,Kangra,024,Nagrota Surian,10,Nagrota Surian,01,Kotgiri,Katholi ,009182,02024100114,,,,
2509,02,Himachal Pradesh,Kangra,024,Nagrota Surian,10,Nagrota Surian,01,Katholi III,Katholi ,009182,02024100115,,,,
2510,02,Himachal Pradesh,Kangra,024,Nagrota Surian,10,Nagrota Surian,01,Katholi IV,Katholi ,009182,02024100116,,,,
2511,02,Himachal Pradesh,Kangra,024,Nagrota Surian,10,Nagrota Surian,01,Sugnara I,Saknara,009179,02024100117,,,,
2512,02,Himachal Pradesh,Kangra,024,Nagrota Surian,10,Nagrota Surian,01,Sugnara II,Saknara,009179,02024100118,,,,
2513,02,Himachal Pradesh,Kangra,024,Nagrota Surian,10,Nagrota Surian,01,Sugnara lower,Saknara,009179,02024100119,,,,
2514,02,Himachal Pradesh,Kangra,024,Nagrota Surian,10,Nagrota Surian,01,Suknara upper,Saknara,009179,02024100120,,,,
2515,02,Himachal Pradesh,Kangra,024,Nagrota Surian,10,Nagrota Surian,01,Bassa,Bassa,009187,02024100121,,,,
2516,02,Himachal Pradesh,Kangra,024,Nagrota Surian,10,Nagrota Surian,01,Guhan,Bassa,009188,02024100122,,,,
2517,02,Himachal Pradesh,Kangra,024,Nagrota Surian,10,Nagrota Surian,01,Bassa Chonk,Bassa,009189,02024100123,,,,
2518,02,Himachal Pradesh,Kangra,024,Nagrota Surian,10,Nagrota Surian,01,Ser,Bassa,009190,02024100124,,,,
2519,02,Himachal Pradesh,Kangra,024,Nagrota Surian,10,Nagrota Surian,01,Bassa II,Bassa,009191,02024100125,,,,
2520,02,Himachal Pradesh,Kangra,024,Nagrota Surian,10,Nagrota Surian,01,Bassa III,Bassa,009192,02024100126,,,,
2521,02,Himachal Pradesh,Kangra,024,Nagrota Surian,10,Amlela,02,Amlela I,Amlela khas,009177,02024100201,,,,
2522,02,Himachal Pradesh,Kangra,024,Nagrota Surian,10,Amlela,02,Amlela II,Amlela khas,009177,02024100202,,,,
2523,02,Himachal Pradesh,Kangra,024,Nagrota Surian,10,Amlela,02,Jarpal,Jarpal,009189,02024100203,,,,
2524,02,Himachal Pradesh,Kangra,024,Nagrota Surian,10,Amlela,02,Anoharkut,Amlela khas,009177,02024100204,,,,
2525,02,Himachal Pradesh,Kangra,024,Nagrota Surian,10,Amlela,02,Jarpal II,Jarpal,009189,02024100205,,,,
2526,02,Himachal Pradesh,Kangra,024,Nagrota Surian,10,Amlela,02,AmlelaLower,Amlela khas,009177,02024100206,,,,
2527,02,Himachal Pradesh,Kangra,024,Nagrota Surian,10,Amlela,02,Amlela Upper,Amlela khas,009177,02024100207,,,,
2528,02,Himachal Pradesh,Kangra,024,Nagrota Surian,10,Amlela,02,Amlela III,Amlela khas,009177,02024100208,,,,
2529,02,Himachal Pradesh,Kangra,024,Nagrota Surian,10,Amlela,02,Jontlu,Jarpal,009189,02024100209,,,,
2530,02,Himachal Pradesh,Kangra,024,Nagrota Surian,10,Amlela,02,Jarot I,Jarot Khas,009175,02024100210,,,,
2531,02,Himachal Pradesh,Kangra,024,Nagrota Surian,10,Amlela,02,Jarot II,Jarot Khas,009175,02024100211,,,,
2532,02,Himachal Pradesh,Kangra,024,Nagrota Surian,10,Amlela,02,Bajehra,Bajehra,009178,02024100212,,,,
2533,02,Himachal Pradesh,Kangra,024,Nagrota Surian,10,Amlela,02,Jarot III,Jarot Khas,009175,02024100213,,,,
2534,02,Himachal Pradesh,Kangra,024,Nagrota Surian,10,Amlela,02,Jarot IV,Jarot Khas,009175,02024100214,,,,
2535,02,Himachal Pradesh,Kangra,024,Nagrota Surian,10,Amlela,02,Jarot V,Jarot Khas,009175,02024100215,,,,
2536,02,Himachal Pradesh,Kangra,024,Nagrota Surian,10,Amlela,02,Ghad Jarot,Ghar,009174,02024100216,,,,
2537,02,Himachal Pradesh,Kangra,024,Nagrota Surian,10,Amlela,02,Ghar Jol,Ghar,009174,02024100217,,,,
2538,02,Himachal Pradesh,Kangra,024,Nagrota Surian,10,Amlela,02,Baldoa,Baldoa,009192,02024100218,,,,
2539,02,Himachal Pradesh,Kangra,024,Nagrota Surian,10,Amlela,02,Balla ,Ghar,009174,02024100219,,,,
2540,02,Himachal Pradesh,Kangra,024,Nagrota Surian,10,Amlela,02,Gher,Garh,009174,02024100220,,,,
2541,02,Himachal Pradesh,Kangra,024,Nagrota Surian,10,Amlela,02,Kudret,Baldoa,009192,02024100221,,,,
2542,02,Himachal Pradesh,Kangra,024,Nagrota Surian,10,Amlela,02,Gujreda,Baldoa,009192,02024100222,,,,
2543,02,Himachal Pradesh,Kangra,024,Nagrota Surian,10,Amlela,02,Bhatia Beda,Ghar,009174,02024100223,,,,
2544,02,Himachal Pradesh,Kangra,024,Nagrota Surian,10,Amlela,02,Mohalpuri,Ghar,009174,02024100224,,,,
2545,02,Himachal Pradesh,Kangra,024,Nagrota Surian,10,Amlela,02,Indera Colony,Baldoa,009192,02024100225,,,,
2546,02,Himachal Pradesh,Kangra,024,Nagrota Surian,10,Amlela,02,Jol II,Ghar,009174,02024100226,,,,
2547,02,Himachal Pradesh,Kangra,024,Nagrota Surian,10,Harsar,03,Ghar,Ghar,009171,02024100301,,,,
2548,02,Himachal Pradesh,Kangra,024,Nagrota Surian,10,Harsar,03,Dehri,Dehri,009173,02024100302,,,,
2549,02,Himachal Pradesh,Kangra,024,Nagrota Surian,10,Harsar,03,Pnalath,Pnalath,009172,02024100303,,,,
2550,02,Himachal Pradesh,Kangra,024,Nagrota Surian,10,Harsar,03,Manara,Manara,009194,02024100304,,,,
2551,02,Himachal Pradesh,Kangra,024,Nagrota Surian,10,Harsar,03,Chadar,Ghar,009171,02024100305,,,,
2552,02,Himachal Pradesh,Kangra,024,Nagrota Surian,10,Harsar,03,Dehri II,Dehri,009173,02024100306,,,,
2553,02,Himachal Pradesh,Kangra,024,Nagrota Surian,10,Harsar,03,Chakwan Ghar,Ghar,009171,02024100307,,,,
2554,02,Himachal Pradesh,Kangra,024,Nagrota Surian,10,Harsar,03,Harsar,Harsar Khas,009170,02024100315,,,,
2555,02,Himachal Pradesh,Kangra,024,Nagrota Surian,10,Harsar,03,Hawal I,Hawal,009168,02024100309,,,,
2556,02,Himachal Pradesh,Kangra,024,Nagrota Surian,10,Harsar,03,Hawal II,Hawal,009168,02024100310,,,,
2557,02,Himachal Pradesh,Kangra,024,Nagrota Surian,10,Harsar,03,Harsar II,Harsar Khas,009170,02024100311,,,,
2558,02,Himachal Pradesh,Kangra,024,Nagrota Surian,10,Harsar,03,Harsa III,Harsar Khas,009170,02024100312,,,,
2559,02,Himachal Pradesh,Kangra,024,Nagrota Surian,10,Harsar,03,Nagni,Harsar Khas,009170,02024100313,,,,
2560,02,Himachal Pradesh,Kangra,024,Nagrota Surian,10,Harsar,03,Chakwan,Chakwan,009169,02024100314,,,,
2561,02,Himachal Pradesh,Kangra,024,Nagrota Surian,10,Harsar,03,Nana Khas,Nana Khas,009195,02024100321,,,,
2562,02,Himachal Pradesh,Kangra,024,Nagrota Surian,10,Harsar,03,Nana Parla,Nana Parla,009196,02024100316,,,,
2563,02,Himachal Pradesh,Kangra,024,Nagrota Surian,10,Harsar,03,Nana II,Nana Khas,009195,02024100317,,,,
2564,02,Himachal Pradesh,Kangra,024,Nagrota Surian,10,Harsar,03,Banderu,Baneru,009199,02024100318,,,,
2565,02,Himachal Pradesh,Kangra,024,Nagrota Surian,10,Harsar,03,Jharad  I,Jhirar,009201,02024100319,,,,
2566,02,Himachal Pradesh,Kangra,024,Nagrota Surian,10,Harsar,03,Jharad II,Jhirar,009201,02024100320,,,,
2567,02,Himachal Pradesh,Kangra,024,Nagrota Surian,10,Harsar,03,Ghar II,Ghar,009171,02024100308,,,,
2568,02,Himachal Pradesh,Kangra,024,Nagrota Surian,10,Kehrian,04,Kehrian I,Kehrian,009117,02024100401,,,,
2569,02,Himachal Pradesh,Kangra,024,Nagrota Surian,10,Kehrian,04,Kehrian II,Kehrian,009117,02024100402,,,,
2570,02,Himachal Pradesh,Kangra,024,Nagrota Surian,10,Kehrian,04,Amlela,Amlela,009177,02024100403,,,,
2571,02,Himachal Pradesh,Kangra,024,Nagrota Surian,10,Kehrian,04,Luv I,Lab,009133,02024100404,,,,
2572,02,Himachal Pradesh,Kangra,024,Nagrota Surian,10,Kehrian,04,Kehria III,Kehrian,009117,02024100405,,,,
2573,02,Himachal Pradesh,Kangra,024,Nagrota Surian,10,Kehrian,04,Kehria IV,Kehrian,009117,02024100406,,,,
2574,02,Himachal Pradesh,Kangra,024,Nagrota Surian,10,Kehrian,04,Kehria V,Kehrian,009117,02024100407,,,,
2575,02,Himachal Pradesh,Kangra,024,Nagrota Surian,10,Kehrian,04,Har,Har,009165,02024100408,,,,
2576,02,Himachal Pradesh,Kangra,024,Nagrota Surian,10,Kehrian,04,Khabbal,Khabbal,009203,02024100409,,,,
2577,02,Himachal Pradesh,Kangra,024,Nagrota Surian,10,Kehrian,04,Har II,Har,009165,02024100410,,,,
2578,02,Himachal Pradesh,Kangra,024,Nagrota Surian,10,Kehrian,04,Badela,Badehla,009167,02024100411,,,,
2579,02,Himachal Pradesh,Kangra,024,Nagrota Surian,10,Kehrian,04,Lakhnehar,Lakhnehar,009204,02024100412,,,,
2580,02,Himachal Pradesh,Kangra,024,Nagrota Surian,10,Kehrian,04,Lahru,Lahru,009119,02024100413,,,,
2581,02,Himachal Pradesh,Kangra,024,Nagrota Surian,10,Kehrian,04,Lahru II,Lahru,009119,02024100414,,,,
2582,02,Himachal Pradesh,Kangra,024,Nagrota Surian,10,Kehrian,04,Tahlian I,Talian,009114,02024100415,,,,
2583,02,Himachal Pradesh,Kangra,024,Nagrota Surian,10,Kehrian,04,Tahlian II,Talian,009114,02024100416,,,,
2584,02,Himachal Pradesh,Kangra,024,Nagrota Surian,10,Kehrian,04,BehMehaskar,Beh,009110,02024100417,,,,
2585,02,Himachal Pradesh,Kangra,024,Nagrota Surian,10,Kehrian,04,Kiman,Kimman,009112,02024100418,,,,
2586,02,Himachal Pradesh,Kangra,024,Nagrota Surian,10,Kehrian,04,Dhan I,Dhan,009159,02024100419,,,,
2587,02,Himachal Pradesh,Kangra,024,Nagrota Surian,10,Kehrian,04,Pattan,Pattan,009160,02024100420,,,,
2588,02,Himachal Pradesh,Kangra,024,Nagrota Surian,10,Kehrian,04,Dhan Upper,Dhan,009159,02024100421,,,,
2589,02,Himachal Pradesh,Kangra,024,Nagrota Surian,10,Kehrian,04,Dhan Lower,Dhan,009159,02024100422,,,,
2590,02,Himachal Pradesh,Kangra,024,Nagrota Surian,10,Kehrian,04,Dhan II,Dhan,009159,02024100423,,,,
2591,02,Himachal Pradesh,Kangra,024,Nagrota Surian,10,Kehrian,04,Dhan III,Dhan,009159,02024100424,,,,
2592,02,Himachal Pradesh,Kangra,024,Nagrota Surian,10,Jawali,05,Jawali I,Jawali khas,009163,02024100501,,,,
2593,02,Himachal Pradesh,Kangra,024,Nagrota Surian,10,Jawali,05,Jawali II,Jawali khas,009163,02024100502,,,,
2594,02,Himachal Pradesh,Kangra,024,Nagrota Surian,10,Jawali,05,Sunehar,Sanehr,009164,02024100503,,,,
2595,02,Himachal Pradesh,Kangra,024,Nagrota Surian,10,Jawali,05,Jawali III,Jawali khas,009163,02024100504,,,,
2596,02,Himachal Pradesh,Kangra,024,Nagrota Surian,10,Jawali,05,Jawali IV,Jawali khas,009163,02024100505,,,,
2597,02,Himachal Pradesh,Kangra,024,Nagrota Surian,10,Jawali,05,Jawali V,Jawali khas,009163,02024100506,,,,
2598,02,Himachal Pradesh,Kangra,024,Nagrota Surian,10,Jawali,05,Jawali VI,Jawali khas,009163,02024100507,,,,
2599,02,Himachal Pradesh,Kangra,024,Nagrota Surian,10,Jawali,05,Jawali VII,Jawali khas,009163,02024100508,,,,
2600,02,Himachal Pradesh,Kangra,024,Nagrota Surian,10,Jawali,05,Jawali VIII,Jawali khas,009163,02024100509,,,,
2601,02,Himachal Pradesh,Kangra,024,Nagrota Surian,10,Jawali,05,Jawali IX,Jawali khas,009163,02024100510,,,,
2602,02,Himachal Pradesh,Kangra,024,Nagrota Surian,10,Jawali,05,Fhariyan,Pharian,009157,02024100511,,,,
2603,02,Himachal Pradesh,Kangra,024,Nagrota Surian,10,Jawali,05,Kardial,Kardial,009156,02024100512,,,,
2604,02,Himachal Pradesh,Kangra,024,Nagrota Surian,10,Jawali,05,Thangar I,Thangar,009158,02024100513,,,,
2605,02,Himachal Pradesh,Kangra,024,Nagrota Surian,10,Jawali,05,Thangar II,Thangar,009158,02024100514,,,,
2606,02,Himachal Pradesh,Kangra,024,Nagrota Surian,10,Jawali,05,Kardial II,Kardial,009156,02024100515,,,,
2607,02,Himachal Pradesh,Kangra,024,Nagrota Surian,10,Jawali,05,Kardial III,Kardial,009156,02024100516,,,,
2608,02,Himachal Pradesh,Kangra,024,Nagrota Surian,10,Jawali,05,Kardial IV,Kardial,009156,02024100517,,,,
2609,02,Himachal Pradesh,Kangra,024,Nagrota Surian,10,Jawali,05,Fhariyan II,Pharian,009157,02024100518,,,,
2610,02,Himachal Pradesh,Kangra,024,Nagrota Surian,10,Jawali,05,Fhariyan III,Pharian,009157,02024100519,,,,
2611,02,Himachal Pradesh,Kangra,024,Nagrota Surian,10,Jawali,05,Matlahad,Mutlahad,009142,02024100520,,,,
2612,02,Himachal Pradesh,Kangra,024,Nagrota Surian,10,Jawali,05,Jaisar,Jaisar,009141,02024100521,,,,
2613,02,Himachal Pradesh,Kangra,024,Nagrota Surian,10,Jawali,05,Bhaloon I,Bhaloon,009143,02024100522,,,,
2614,02,Himachal Pradesh,Kangra,024,Nagrota Surian,10,Jawali,05,Bhaloon II,Bhaloon,009143,02024100523,,,,
2615,02,Himachal Pradesh,Kangra,024,Nagrota Surian,10,Jawali,05,Matlahad II,Mutlahad,009142,02024100524,,,,
2616,02,Himachal Pradesh,Kangra,024,Nagrota Surian,10,Palohra,06,Ludhiyar,Ludhiyar,009126,02024100601,,,,
2617,02,Himachal Pradesh,Kangra,024,Nagrota Surian,10,Palohra,06,Darkati,Darkati,009128,02024100602,,,,
2618,02,Himachal Pradesh,Kangra,024,Nagrota Surian,10,Palohra,06,Sarola,Sarola,009124,02024100603,,,,
2619,02,Himachal Pradesh,Kangra,024,Nagrota Surian,10,Palohra,06,Nagrotu,Nagrotu,009123,02024100604,,,,
2620,02,Himachal Pradesh,Kangra,024,Nagrota Surian,10,Palohra,06,Darkati II,Darkati,009128,02024100605,,,,
2621,02,Himachal Pradesh,Kangra,024,Nagrota Surian,10,Palohra,06,Darkati III,Darkati,009128,02024100606,,,,
2622,02,Himachal Pradesh,Kangra,024,Nagrota Surian,10,Palohra,06,Ludhiyar II,Ludhiyar ,009126,02024100607,,,,
2623,02,Himachal Pradesh,Kangra,024,Nagrota Surian,10,Palohra,06,Ludhiyar upper,Ludhiyar ,009126,02024100608,,,,
2624,02,Himachal Pradesh,Kangra,024,Nagrota Surian,10,Palohra,06,Ludhiyar Lower,Ludhiyar ,009126,02024100609,,,,
2625,02,Himachal Pradesh,Kangra,024,Nagrota Surian,10,Palohra,06,Mawa,Mawa,009131,02024100610,,,,
2626,02,Himachal Pradesh,Kangra,024,Nagrota Surian,10,Palohra,06,Kuthera,Kuthera,009130,02024100611,,,,
2627,02,Himachal Pradesh,Kangra,024,Nagrota Surian,10,Palohra,06,Mawa II,Mawa,009131,02024100612,,,,
2628,02,Himachal Pradesh,Kangra,024,Nagrota Surian,10,Palohra,06,Tiukari,Tiukari,009132,02024100613,,,,
2629,02,Himachal Pradesh,Kangra,024,Nagrota Surian,10,Palohra,06,Lub II,Lub ,009133,02024100614,,,,
2630,02,Himachal Pradesh,Kangra,024,Nagrota Surian,10,Palohra,06,Paloura I,Paloura ,009134,02024100615,,,,
2631,02,Himachal Pradesh,Kangra,024,Nagrota Surian,10,Palohra,06,Paloura II,Paloura ,009134,02024100616,,,,
2632,02,Himachal Pradesh,Kangra,024,Nagrota Surian,10,Palohra,06,Gagehar,Gagehar,009127,02024100617,,,,
2633,02,Himachal Pradesh,Kangra,024,Nagrota Surian,10,Palohra,06,Nargala,Nargala,009138,02024100618,,,,
2634,02,Himachal Pradesh,Kangra,024,Nagrota Surian,10,Palohra,06,Makdahan,Makdahan,009161,02024100619,,,,
2635,02,Himachal Pradesh,Kangra,024,Nagrota Surian,10,Palohra,06,Bhanai,Bhanai,009135,02024100620,,,,
2636,02,Himachal Pradesh,Kangra,024,Nagrota Surian,10,Palohra,06,Bhol,Bhol,009137,02024100621,,,,
2637,02,Himachal Pradesh,Kangra,024,Nagrota Surian,10,Palohra,06,Samlana,Samlana,009136,02024100622,,,,
2638,02,Himachal Pradesh,Kangra,024,Nagrota Surian,10,Palohra,06,Sahora,Samlana,009136,02024100623,,,,
2639,02,Himachal Pradesh,Kangra,024,Nagrota Surian,10,Palohra,06,Guhra,Guhra,009139,02024100624,,,,
2640,02,Himachal Pradesh,Kangra,024,Nagrota Surian,10,Palohra,06,Makdahan II,Makdahan,009161,02024100625,,,,
2641,02,Himachal Pradesh,Kangra,024,Nagrota Surian,10,Palohra,06,Nargala II,Nargala,009138,02024100626,,,,
2642,02,Himachal Pradesh,Kangra,024,Nagrota Surian,10,Mastgarh,07,Hariyan,Hariyan,009109,02024100701,,,,
2643,02,Himachal Pradesh,Kangra,024,Nagrota Surian,10,Mastgarh,07,Kalduan,Kalduan,009105,02024100702,,,,
2644,02,Himachal Pradesh,Kangra,024,Nagrota Surian,10,Mastgarh,07,Tehadu,Tehadu,009095,02024100703,,,,
2645,02,Himachal Pradesh,Kangra,024,Nagrota Surian,10,Mastgarh,07,Karsoli,Karsoli,009096,02024100704,,,,
2646,02,Himachal Pradesh,Kangra,024,Nagrota Surian,10,Mastgarh,07,Chaniyala,Chaniyala,009092,02024100705,,,,
2647,02,Himachal Pradesh,Kangra,024,Nagrota Surian,10,Mastgarh,07,Bhelera ,Bhelera ,009094,02024100706,,,,
2648,02,Himachal Pradesh,Kangra,024,Nagrota Surian,10,Mastgarh,07,Balad I,Balad,009091,02024100707,,,,
2649,02,Himachal Pradesh,Kangra,024,Nagrota Surian,10,Mastgarh,07,Balad lower,Balad,009091,02024100708,,,,
2650,02,Himachal Pradesh,Kangra,024,Nagrota Surian,10,Mastgarh,07,Amni,Amni,009042,02024100709,,,,
2651,02,Himachal Pradesh,Kangra,024,Nagrota Surian,10,Mastgarh,07,Dharoon,Dharoon,009052,02024100710,,,,
2652,02,Himachal Pradesh,Kangra,024,Nagrota Surian,10,Mastgarh,07,Dharoon II,Dharoon,009052,02024100711,,,,
2653,02,Himachal Pradesh,Kangra,024,Nagrota Surian,10,Mastgarh,07,Bathui I,Bathui,009054,02024100712,,,,
2654,02,Himachal Pradesh,Kangra,024,Nagrota Surian,10,Mastgarh,07,Bathui II,Bathui,009054,02024100713,,,,
2655,02,Himachal Pradesh,Kangra,024,Nagrota Surian,10,Mastgarh,07,Mastgarh,Mastgarh,009057,02024100714,,,,
2656,02,Himachal Pradesh,Kangra,024,Nagrota Surian,10,Mastgarh,07,Swarka,Swarka,009058,02024100715,,,,
2657,02,Himachal Pradesh,Kangra,024,Nagrota Surian,10,Mastgarh,07,Thehd,Sadhin,009049,02024100716,,,,
2658,02,Himachal Pradesh,Kangra,024,Nagrota Surian,10,Mastgarh,07,Mandhol,Mandhol,009055,02024100717,,,,
2659,02,Himachal Pradesh,Kangra,024,Nagrota Surian,10,Mastgarh,07,Kulahad,Kulahad,009045,02024100718,,,,
2660,02,Himachal Pradesh,Kangra,024,Nagrota Surian,10,Mastgarh,07,Dhar barund,Dhar ,009043,02024100719,,,,
2661,02,Himachal Pradesh,Kangra,024,Nagrota Surian,10,Mastgarh,07,Kakdoh,Kakdoh,009046,02024100720,,,,
2662,02,Himachal Pradesh,Kangra,024,Nagrota Surian,10,Mastgarh,07,Behi,Behi,009047,02024100721,,,,
2663,02,Himachal Pradesh,Kangra,024,Nagrota Surian,10,Mastgarh,07,Pathiyar I,Pathiyar,009048,02024100722,,,,
2664,02,Himachal Pradesh,Kangra,024,Nagrota Surian,10,Mastgarh,07,Pathiyar II,Pathiyar,009048,02024100723,,,,
2665,02,Himachal Pradesh,Kangra,024,Nagrota Surian,10,Kotla,08,Kotla I,Balah,009252,02024100801,,,,
2666,02,Himachal Pradesh,Kangra,024,Nagrota Surian,10,Kotla,08,Kotla II,Dhar,009248,02024100802,,,,
2667,02,Himachal Pradesh,Kangra,024,Nagrota Surian,10,Kotla,08,Nera,Naira Khas,009244,02024100803,,,,
2668,02,Himachal Pradesh,Kangra,024,Nagrota Surian,10,Kotla,08,Baded,Baded,009253,02024100804,,,,
2669,02,Himachal Pradesh,Kangra,024,Nagrota Surian,10,Kotla,08,Upper Balaha,Balah,009252,02024100805,,,,
2670,02,Himachal Pradesh,Kangra,024,Nagrota Surian,10,Kotla,08,Bhed Khad,Balah,009252,02024100806,,,,
2671,02,Himachal Pradesh,Kangra,024,Nagrota Surian,10,Kotla,08,Kotla III,Balah,009252,02024100807,,,,
2672,02,Himachal Pradesh,Kangra,024,Nagrota Surian,10,Kotla,08,Soldha,Soldha,009245,02024100808,,,,
2673,02,Himachal Pradesh,Kangra,024,Nagrota Surian,10,Kotla,08,Bharil,Bharil,009243,02024100809,,,,
2674,02,Himachal Pradesh,Kangra,024,Nagrota Surian,10,Kotla,08,Bhaloon,Bhaloon,009251,02024100810,,,,
2675,02,Himachal Pradesh,Kangra,024,Nagrota Surian,10,Kotla,08,Laliyad,Laliyad,009250,02024100811,,,,
2676,02,Himachal Pradesh,Kangra,024,Nagrota Surian,10,Kotla,08,Soldha II,Soldha,009245,02024100812,,,,
2677,02,Himachal Pradesh,Kangra,024,Nagrota Surian,10,Kotla,08,Trilokpur,Trilok Nath,009240,02024100813,,,,
2678,02,Himachal Pradesh,Kangra,024,Nagrota Surian,10,Kotla,08,Nayangal,Nayangal,009247,02024100814,,,,
2679,02,Himachal Pradesh,Kangra,024,Nagrota Surian,10,Kotla,08,Bhonka,Bhonka,009239,02024100815,,,,
2680,02,Himachal Pradesh,Kangra,024,Nagrota Surian,10,Kotla,08,Bhatoli,Bhatoli,009246,02024100816,,,,
2681,02,Himachal Pradesh,Kangra,024,Nagrota Surian,10,Kotla,08,Bara,Bhaunka,009239,02024100817,,,,
2682,02,Himachal Pradesh,Kangra,024,Nagrota Surian,10,Kotla,08,Trilokpur II,Trilok Nath,009240,02024100818,,,,
2683,02,Himachal Pradesh,Kangra,024,Nagrota Surian,10,Kotla,08,Nayangal II,Nayangal,009247,02024100819,,,,
2684,02,Himachal Pradesh,Kangra,024,Nagrota Surian,10,Kotla,08,Nawan Shehar,Nawan Shehar,009242,02024100820,,,,
2685,02,Himachal Pradesh,Kangra,024,Nagrota Surian,10,Kotla,08,Miyol,Nayangal,009247,02024100821,,,,
2686,02,Himachal Pradesh,Kangra,024,Nagrota Surian,10,Kotla,08,Anuhi,Anuhi Khas,009104,02024100822,,,,
2687,02,Himachal Pradesh,Kangra,024,Nagrota Surian,10,Kotla,08,Rajol II,Rajol,009102,02024100823,,,,
2688,02,Himachal Pradesh,Kangra,024,Nagrota Surian,10,Kotla,08,Bharnala ,Sadhin,009049,02024100824,,,,
2689,02,Himachal Pradesh,Kangra,024,Nagrota Surian,10,Kotla,08,Luthed,Anuhi Khas,009104,02024100825,,,,
2690,02,Himachal Pradesh,Kangra,024,Nagrota Surian,10,Kotla,08,Lower Anuhi,Anuhi Khas,009104,02024100826,,,,
2691,02,Himachal Pradesh,Kangra,024,Nagrota Surian,10,Kotla,08,Rajol I,Rajol,009102,02024100827,,,,
2692,02,Himachal Pradesh,Kangra,024,Nagrota Surian,10,Kotla,08,Dhar,Dhar,009248,02024100828,,,,
2693,02,Himachal Pradesh,Kangra,024,Nagrota Surian,10,Siyuni,09,Bohraka,Bohraka,009236,02024100901,,,,
2694,02,Himachal Pradesh,Kangra,024,Nagrota Surian,10,Siyuni,09,Takhnahar,Takhnahar,009234,02024100902,,,,
