Sr. No.,State Code,State Name,District Name,District Code,Project Name,Project Code,Sector,Sector Code,AWC Name,Village Town,LGD Village Code /Town Code,AWC Code,Health Block,Block Code,Helath Sub centre,Helath Sub Centre Code
2695,02,Himachal Pradesh,Kangra,024,Nagrota Surian,10,Siyuni,09,Chichar,Chichar,009235,02024100903,,,,
2696,02,Himachal Pradesh,Kangra,024,Nagrota Surian,10,Siyuni,09,Bhaniyar,Jakhri,009232,02024100904,,,,
2697,02,Himachal Pradesh,Kangra,024,Nagrota Surian,10,Siyuni,09,Takhnahar II,Takhnahar,009234,02024100905,,,,
2698,02,Himachal Pradesh,Kangra,024,Nagrota Surian,10,Siyuni,09,Boharka II,Boharka ,009236,02024100906,,,,
2699,02,Himachal Pradesh,Kangra,024,Nagrota Surian,10,Siyuni,09,Badi Da Balla,Boharka ,009236,02024100907,,,,
2700,02,Himachal Pradesh,Kangra,024,Nagrota Surian,10,Siyuni,09,Jol,Jol,009231,02024100908,,,,
2701,02,Himachal Pradesh,Kangra,024,Nagrota Surian,10,Siyuni,09,Bharnoli,Bharnoli,009233,02024100909,,,,
2702,02,Himachal Pradesh,Kangra,024,Nagrota Surian,10,Siyuni,09,Jol II,Jol,009231,02024100910,,,,
2703,02,Himachal Pradesh,Kangra,024,Nagrota Surian,10,Siyuni,09,Rakh,Bharnoli,009233,02024100911,,,,
2704,02,Himachal Pradesh,Kangra,024,Nagrota Surian,10,Siyuni,09,Siyuni I,Siyuni,009224,02024100912,,,,
2705,02,Himachal Pradesh,Kangra,024,Nagrota Surian,10,Siyuni,09,Siyuni II,Siyuni,009224,02024100913,,,,
2706,02,Himachal Pradesh,Kangra,024,Nagrota Surian,10,Siyuni,09,Channi,Channi,009229,02024100914,,,,
2707,02,Himachal Pradesh,Kangra,024,Nagrota Surian,10,Siyuni,09,Channi II,Channi,009229,02024100915,,,,
2708,02,Himachal Pradesh,Kangra,024,Nagrota Surian,10,Siyuni,09,Sirmani,Sirmani,009227,02024100916,,,,
2709,02,Himachal Pradesh,Kangra,024,Nagrota Surian,10,Siyuni,09,Dugli,Dugli,009226,02024100917,,,,
2710,02,Himachal Pradesh,Kangra,024,Nagrota Surian,10,Siyuni,09,Lahdan,Laharan,009225,02024100918,,,,
2711,02,Himachal Pradesh,Kangra,024,Nagrota Surian,10,Siyuni,09,Jangal,Jangal khas,009223,02024100919,,,,
2712,02,Himachal Pradesh,Kangra,024,Nagrota Surian,10,Siyuni,09,Tharu,Tharoo,009221,02024100920,,,,
2713,02,Himachal Pradesh,Kangra,024,Nagrota Surian,10,Siyuni,09,Lower Jangal,Jangal khas,009223,02024100921,,,,
2714,02,Himachal Pradesh,Kangra,024,Nagrota Surian,10,Siyuni,09,Bagga I,Bag,009220,02024100922,,,,
2715,02,Himachal Pradesh,Kangra,024,Nagrota Surian,10,Siyuni,09,Bagga II,Bag,009220,02024100923,,,,
2716,02,Himachal Pradesh,Kangra,024,Nagrota Surian,10,Siyuni,09,Dul,Dul,009222,02024100924,,,,
2717,02,Himachal Pradesh,Kangra,024,Nagrota Surian,10,Siyuni,09,Tharu II,Tharoo,009221,02024100925,,,,
2718,02,Himachal Pradesh,Kangra,024,Nagrota Surian,10,Nadholi,10,Kuther I,Kuther,009219,02024101001,,,,
2719,02,Himachal Pradesh,Kangra,024,Nagrota Surian,10,Nadholi,10,Kuther II,Kuther,009219,02024101002,,,,
2720,02,Himachal Pradesh,Kangra,024,Nagrota Surian,10,Nadholi,10,Bharmada,Bharmada,009218,02024101003,,,,
2721,02,Himachal Pradesh,Kangra,024,Nagrota Surian,10,Nadholi,10,Kerta,Kuthehar ,009219,02024101004,,,,
2722,02,Himachal Pradesh,Kangra,024,Nagrota Surian,10,Nadholi,10,Kuthehar Nanna,Kuthehar ,009219,02024101005,,,,
2723,02,Himachal Pradesh,Kangra,024,Nagrota Surian,10,Nadholi,10,Lower Kuther,Kuthehar ,009219,02024101006,,,,
2724,02,Himachal Pradesh,Kangra,024,Nagrota Surian,10,Nadholi,10,Chalian I,Chalian,009208,02024101007,,,,
2725,02,Himachal Pradesh,Kangra,024,Nagrota Surian,10,Nadholi,10,U. Kuthehar,Kuthehar ,009219,02024101008,,,,
2726,02,Himachal Pradesh,Kangra,024,Nagrota Surian,10,Nadholi,10,Chalian II,Chalian,009208,02024101009,,,,
2727,02,Himachal Pradesh,Kangra,024,Nagrota Surian,10,Nadholi,10,Padrala,Purkher,009217,02024101010,,,,
2728,02,Himachal Pradesh,Kangra,024,Nagrota Surian,10,Nadholi,10,Basru,Chalian,009208,02024101011,,,,
2729,02,Himachal Pradesh,Kangra,024,Nagrota Surian,10,Nadholi,10,Nadoli,Nadoli,009209,02024101012,,,,
2730,02,Himachal Pradesh,Kangra,024,Nagrota Surian,10,Nadholi,10,Purkher,Purkher,009217,02024101013,,,,
2731,02,Himachal Pradesh,Kangra,024,Nagrota Surian,10,Nadholi,10,Padder,Padder,009214,02024101014,,,,
2732,02,Himachal Pradesh,Kangra,024,Nagrota Surian,10,Nadholi,10,Taliyal,Taliyal,009213,02024101015,,,,
2733,02,Himachal Pradesh,Kangra,024,Nagrota Surian,10,Nadholi,10,Bakahan,Bakan,009211,02024101016,,,,
2734,02,Himachal Pradesh,Kangra,024,Nagrota Surian,10,Nadholi,10,Dolwan,Dolba,009215,02024101017,,,,
2735,02,Himachal Pradesh,Kangra,024,Nagrota Surian,10,Nadholi,10,Sarhandi,Suhindi,009216,02024101018,,,,
2736,02,Himachal Pradesh,Kangra,024,Nagrota Surian,10,Nadholi,10,Bater,Bhather,009212,02024101019,,,,
2737,02,Himachal Pradesh,Kangra,024,Nagrota Surian,10,Nadholi,10,Kharian,Kharian,009210,02024101020,,,,
2738,02,Himachal Pradesh,Kangra,024,Nagrota Surian,10,Nadholi,10,Bassa Taliyal,Talial,009213,02024101021,,,,
2739,02,Himachal Pradesh,Kangra,024,Nagrota Surian,10,Nadholi,10,Dhewa,Dhewa,009197,02024101022,,,,
2740,02,Himachal Pradesh,Kangra,024,Nagrota Surian,10,Nadholi,10,Jandroh,Dhewa,009197,02024101023,,,,
2741,02,Himachal Pradesh,Kangra,024,Nagrota Surian,10,Nadholi,10,Gheli,Dhewa,009197,02024101024,,,,
2742,02,Himachal Pradesh,Kangra,024,Nagrota Surian,10,Masroor,11,Masroor,Masrur,010165,02024101101,,,,
2743,02,Himachal Pradesh,Kangra,024,Nagrota Surian,10,Masroor,11,Othra,Ghariyar,010174,02024101102,,,,
2744,02,Himachal Pradesh,Kangra,024,Nagrota Surian,10,Masroor,11,Masroor II,Masrur,010165,02024101103,,,,
2745,02,Himachal Pradesh,Kangra,024,Nagrota Surian,10,Masroor,11,Paniyal,Panial,010164,02024101104,,,,
2746,02,Himachal Pradesh,Kangra,024,Nagrota Surian,10,Masroor,11,Peervindli,Panial,010164,02024101105,,,,
2747,02,Himachal Pradesh,Kangra,024,Nagrota Surian,10,Masroor,11,Katora,Katora,009185,02024101106,,,,
2748,02,Himachal Pradesh,Kangra,024,Nagrota Surian,10,Masroor,11,Bantungli,Ban Tungli,009186,02024101107,,,,
2749,02,Himachal Pradesh,Kangra,024,Nagrota Surian,10,Masroor,11,Upper Katora,Katora,009185,02024101108,,,,
2750,02,Himachal Pradesh,Kangra,024,Nagrota Surian,10,Masroor,11,Galua,Katora,009185,02024101109,,,,
2751,02,Himachal Pradesh,Kangra,024,Nagrota Surian,10,Masroor,11,Ghera,Katora,009185,02024101110,,,,
2752,02,Himachal Pradesh,Kangra,024,Nagrota Surian,10,Masroor,11,Bantungli II,Ban Tungli,009186,02024101111,,,,
2753,02,Himachal Pradesh,Kangra,024,Nagrota Surian,10,Masroor,11,Bantungli III,Ban Tungli,009186,02024101112,,,,
2754,02,Himachal Pradesh,Kangra,024,Nagrota Surian,10,Masroor,11,Spail,Spail,009188,02024101113,,,,
2755,02,Himachal Pradesh,Kangra,024,Nagrota Surian,10,Masroor,11, Mahala,Spail,009188,02024101114,,,,
2756,02,Himachal Pradesh,Kangra,024,Nagrota Surian,10,Masroor,11,Jaslaher,Spail,009188,02024101115,,,,
2757,02,Himachal Pradesh,Kangra,024,Nagrota Surian,10,Masroor,11,Spail II,Spail,009188,02024101116,,,,
2758,02,Himachal Pradesh,Kangra,024,Nagrota Surian,10,Masroor,11,Dhar,Dhar,010184,02024101117,,,,
2759,02,Himachal Pradesh,Kangra,024,Nagrota Surian,10,Masroor,11,Kalru,Kalru,010182,02024101118,,,,
2760,02,Himachal Pradesh,Kangra,024,Nagrota Surian,10,Masroor,11,Saproo,Sapru,010181,02024101119,,,,
2761,02,Himachal Pradesh,Kangra,024,Nagrota Surian,10,Masroor,11,Bhatiyata,Bharyata,010173,02024101120,,,,
2762,02,Himachal Pradesh,Kangra,024,Nagrota Surian,10,Masroor,11,Bhatehar,Bhater ,010166,02024101121,,,,
2763,02,Himachal Pradesh,Kangra,024,Nagrota Surian,10,Masroor,11,Chandua,Chandua,010167,02024101122,,,,
2764,02,Himachal Pradesh,Kangra,024,Nagrota Surian,10,Masroor,11,Lahalpura,Lahalpur,010163,02024101123,,,,
2765,02,Himachal Pradesh,Kangra,024,Nagrota Surian,10,Masroor,11,Kadreti,Lahalpur,010163,02024101124,,,,
2766,02,Himachal Pradesh,Kangra,024,Nagrota Surian,10,Masroor,11,Bhatehar II,Bhater ,010166,02024101125,,,,
2767,02,Himachal Pradesh,Kangra,024,Nagrota Surian,10,Masroor,11,Chandua II,Chandua,010167,02024101126,,,,
2768,02,Himachal Pradesh,Kangra,024,Nagrota Surian,10,Bilaspur,12,Gathutar,Gathutar,010202,02024101201,,,,
2769,02,Himachal Pradesh,Kangra,024,Nagrota Surian,10,Bilaspur,12,Thalla,Thalla,010203,02024101202,,,,
2770,02,Himachal Pradesh,Kangra,024,Nagrota Surian,10,Bilaspur,12,Gathutar II,Gathutar,010202,02024101203,,,,
2771,02,Himachal Pradesh,Kangra,024,Nagrota Surian,10,Bilaspur,12,Gathutar III,Gathutar,010202,02024101204,,,,
2772,02,Himachal Pradesh,Kangra,024,Nagrota Surian,10,Bilaspur,12,Gathutar IV,Gathutar,010202,02024101205,,,,
2773,02,Himachal Pradesh,Kangra,024,Nagrota Surian,10,Bilaspur,12,Bilaspur,Bilaspur,010192,02024101206,,,,
2774,02,Himachal Pradesh,Kangra,024,Nagrota Surian,10,Bilaspur,12,Jalakh,Jalakh,010193,02024101207,,,,
2775,02,Himachal Pradesh,Kangra,024,Nagrota Surian,10,Bilaspur,12,Bilaspur II,Bilaspur,010192,02024101208,,,,
2776,02,Himachal Pradesh,Kangra,024,Nagrota Surian,10,Bilaspur,12,Bhatehar II,Bhater,010191,02024101209,,,,
2777,02,Himachal Pradesh,Kangra,024,Nagrota Surian,10,Bilaspur,12,Bhatehar II,Bhater,010191,02024101210,,,,
2778,02,Himachal Pradesh,Kangra,024,Nagrota Surian,10,Bilaspur,12,Kulahan,Jalakh,010193,02024101211,,,,
2779,02,Himachal Pradesh,Kangra,024,Nagrota Surian,10,Bilaspur,12,Bhaklehar,Bhaklerh,010178,02024101212,,,,
2780,02,Himachal Pradesh,Kangra,024,Nagrota Surian,10,Bilaspur,12,Sakri,Sakri,010177,02024101213,,,,
2781,02,Himachal Pradesh,Kangra,024,Nagrota Surian,10,Bilaspur,12,Dargia,Dargia,010195,02024101214,,,,
2782,02,Himachal Pradesh,Kangra,024,Nagrota Surian,10,Bilaspur,12,Mehandru,Mehandru,010172,02024101215,,,,
2783,02,Himachal Pradesh,Kangra,024,Nagrota Surian,10,Bilaspur,12,Chatra,Chatra,010194,02024101216,,,,
2784,02,Himachal Pradesh,Kangra,024,Nagrota Surian,10,Bilaspur,12,Sakri II,Sakri,010177,02024101217,,,,
2785,02,Himachal Pradesh,Kangra,024,Nagrota Surian,10,Bilaspur,12,Sakri III,Sakri,010177,02024101218,,,,
2786,02,Himachal Pradesh,Kangra,024,Nagrota Surian,10,Bilaspur,12,Dhangar,Dhangar Khas,010187,02024101219,,,,
2787,02,Himachal Pradesh,Kangra,024,Nagrota Surian,10,Bilaspur,12,Lunsu,Chattra,010328,02024101220,,,,
2788,02,Himachal Pradesh,Kangra,024,Nagrota Surian,10,Bilaspur,12,Thamba,Thamba,010176,02024101221,,,,
2789,02,Himachal Pradesh,Kangra,024,Nagrota Surian,10,Bilaspur,12,Tilla,Tilla,010186,02024101222,,,,
2790,02,Himachal Pradesh,Kangra,024,Nagrota Surian,10,Bilaspur,12,Diyun,Dhyun,010180,02024101223,,,,
2791,02,Himachal Pradesh,Kangra,024,Nagrota Surian,10,Nandpur,13,Khabbal I,Khabbal,009183,02024101301,,,,
2792,02,Himachal Pradesh,Kangra,024,Nagrota Surian,10,Nandpur,13,Khabbal II,Khabbal,009183,02024101302,,,,
2793,02,Himachal Pradesh,Kangra,024,Nagrota Surian,10,Nandpur,13,Khabbal III,Khabbal,009183,02024101303,,,,
2794,02,Himachal Pradesh,Kangra,024,Nagrota Surian,10,Nandpur,13,Ludret I,Ludret,010197,02024101304,,,,
2795,02,Himachal Pradesh,Kangra,024,Nagrota Surian,10,Nandpur,13,Ludret II,Ludret,010198,02024101305,,,,
2796,02,Himachal Pradesh,Kangra,024,Nagrota Surian,10,Nandpur,13,Ludret Upper,Ludret,010199,02024101306,,,,
2797,02,Himachal Pradesh,Kangra,024,Nagrota Surian,10,Nandpur,13,Ludret lower,Ludret,010200,02024101307,,,,
2798,02,Himachal Pradesh,Kangra,024,Nagrota Surian,10,Nandpur,13,Nandpur I,Nandpur,010201,02024101308,,,,
2799,02,Himachal Pradesh,Kangra,024,Nagrota Surian,10,Nandpur,13,Nandpur II,Nandpur,010201,02024101309,,,,
2800,02,Himachal Pradesh,Kangra,024,Nagrota Surian,10,Nandpur,13,Ghamirpur,Ghameerpur,010198,02024101310,,,,
2801,02,Himachal Pradesh,Kangra,024,Nagrota Surian,10,Nandpur,13,Upper Nandpur,Ghameerpur,010198,02024101311,,,,
2802,02,Himachal Pradesh,Kangra,024,Nagrota Surian,10,Nandpur,13,Nandpur Bhial,Nandpur,010201,02024101312,,,,
2803,02,Himachal Pradesh,Kangra,024,Nagrota Surian,10,Nandpur,13,Radwa,Nandpur,010201,02024101313,,,,
2804,02,Himachal Pradesh,Kangra,024,Nagrota Surian,10,Nandpur,13,Mahala,Nandpur,010201,02024101314,,,,
2805,02,Himachal Pradesh,Kangra,024,Nagrota Surian,10,Nandpur,13,Ranial,Nandpur,010201,02024101315,,,,
2806,02,Himachal Pradesh,Kangra,024,Nagrota Surian,10,Nandpur,13,Nandpur-III,Nandpur,010201,02024101316,,,,
2807,02,Himachal Pradesh,Kangra,024,Nagrota Surian,10,Nandpur,13,Barial,Bhial,010200,02024101317,,,,
2808,02,Himachal Pradesh,Kangra,024,Nagrota Surian,10,Nandpur,13,Ghar Barial,Ghar,009184,02024101318,,,,
2809,02,Himachal Pradesh,Kangra,024,Nagrota Surian,10,Nandpur,13,Barial Railway St ,Ghar,009184,02024101319,,,,
2810,02,Himachal Pradesh,Kangra,024,Nagrota Surian,10,Nandpur,13,Bhial,Bhial,010200,02024101320,,,,
2811,02,Himachal Pradesh,Kangra,024,Nagrota Surian,10,Nandpur,13,Barial II,Ghar,009184,02024101321,,,,
2812,02,Himachal Pradesh,Kangra,024,Nagrota Surian,10,Nandpur,13,Guler I,Guler,010204,02024101322,,,,
2813,02,Himachal Pradesh,Kangra,024,Nagrota Surian,10,Nandpur,13,Guler II,Guler,010204,02024101323,,,,
2814,02,Himachal Pradesh,Kangra,024,Nagrota Surian,10,Nandpur,13,Guler Upper,Guler,010204,02024101324,,,,
2815,02,Himachal Pradesh,Kangra,024,Nagrota Surian,10,Nandpur,13,Guler Lower,Guler,010204,02024101325,,,,
2816,02,Himachal Pradesh,Kangra,024,Nagrota Surian,10,Nandpur,13,Jalarian,Guler,010204,02024101326,,,,
2817,02,Himachal Pradesh,Kangra,024,Nagrota Surian,10,Nandpur,13,Guler III,Guler,010204,02024101327,,,,
2818,02,Himachal Pradesh,Kangra,024,Nagrota Surian,10,Nadholi,10,Basa Nadholi,Nadoli khas,009209,02024101025,,,,
2819,02,Himachal Pradesh,Kangra,024,Nagrota Surian,10,Nandpur,13,Upper Ludret II,Ludret,010197,02024101328,,,,
2820,02,Himachal Pradesh,Kangra,024,Nagrota Surian,10,Kehrian,04,Traimbal ,Lahru,009119,02024100425,,,,
2821,02,Himachal Pradesh,Kangra,024,Nagrota Surian,10,Palohra,06,Upper Mawa, Mawa,009131,02024100627,,,,
2822,02,Himachal Pradesh,Kangra,024,Nurpur,11,Aund ,01,Aund I,Aundi Khas,008316,02024110101,,,,
2823,02,Himachal Pradesh,Kangra,024,Nurpur,11,Aund ,01,Aund II,Aundi Khas ,008316,02024110102,,,,
2824,02,Himachal Pradesh,Kangra,024,Nurpur,11,Aund ,01,Basa Farkunda,Basa Phar Kunda ,008317,02024110103,,,,
2825,02,Himachal Pradesh,Kangra,024,Nurpur,11,Aund ,01,Bharmala,Bharmal ,008330,02024110104,,,,
2826,02,Himachal Pradesh,Kangra,024,Nurpur,11,Aund ,01,Bhatka,Bhatka ,008322,02024110105,,,,
2827,02,Himachal Pradesh,Kangra,024,Nurpur,11,Aund ,01,Kapadi,Kapahri ,008309,02024110106,,,,
2828,02,Himachal Pradesh,Kangra,024,Nurpur,11,Aund ,01,Kayla,Dumal Kaila ,008313,02024110107,,,,
2829,02,Himachal Pradesh,Kangra,024,Nurpur,11,Aund ,01,Kopda,Kopra Khas ,008331,02024110108,,,,
2830,02,Himachal Pradesh,Kangra,024,Nurpur,11,Aund ,01,Mehati,Maheti,008325,02024110109,,,,
2831,02,Himachal Pradesh,Kangra,024,Nurpur,11,Aund ,01,Nalla,Nala ,008314,02024110110,,,,
2832,02,Himachal Pradesh,Kangra,024,Nurpur,11,Aund ,01,Niyad,Niar ,008321,02024110111,,,,
2833,02,Himachal Pradesh,Kangra,024,Nurpur,11,Aund ,01,Parnala,Parnala ,008315,02024110112,,,,
2834,02,Himachal Pradesh,Kangra,024,Nurpur,11,Aund ,01,Saglot,Saglot ,008328,02024110113,,,,
2835,02,Himachal Pradesh,Kangra,024,Nurpur,11,Aund ,01,Sanera,Sanhera ,008323,02024110114,,,,
2836,02,Himachal Pradesh,Kangra,024,Nurpur,11,Aund ,01,Ther I,Ther ,008329,02024110115,,,,
2837,02,Himachal Pradesh,Kangra,024,Nurpur,11,Aund ,01,Ther II,Ther ,008329,02024110116,,,,
2838,02,Himachal Pradesh,Kangra,024,Nurpur,11,Aund ,01,Upreed,Uprer,008324,02024110117,,,,
2839,02,Himachal Pradesh,Kangra,024,Nurpur,11,Bhadwar ,02,Bagni,Gainh,008587,02024110118,,,,
2840,02,Himachal Pradesh,Kangra,024,Nurpur,11,Bhadwar ,02,Bann,Ban ,008596,02024110119,,,,
2841,02,Himachal Pradesh,Kangra,024,Nurpur,11,Bhadwar ,02,Banodhu,Bhanodu,008593,02024110120,,,,
2842,02,Himachal Pradesh,Kangra,024,Nurpur,11,Bhadwar ,02,Bhadwar,Bhadwan,008601,02024110121,,,,
2843,02,Himachal Pradesh,Kangra,024,Nurpur,11,Bhadwar ,02,Bharmoli,Bharnoli ,008665,02024110122,,,,
2844,02,Himachal Pradesh,Kangra,024,Nurpur,11,Bhadwar ,02,Bharmoli Upper,Bharmoli ,008467,02024110123,,,,
2845,02,Himachal Pradesh,Kangra,024,Nurpur,11,Bhadwar ,02,Ghat,Palahri,008666,02024110124,,,,
2846,02,Himachal Pradesh,Kangra,024,Nurpur,11,Bhadwar ,02,Gilladpur,Gulahr Pur ,008594,02024110125,,,,
2847,02,Himachal Pradesh,Kangra,024,Nurpur,11,Bhadwar ,02,Hathi Dhar,Chhoti Dhar ,008672,02024110126,,,,
2848,02,Himachal Pradesh,Kangra,024,Nurpur,11,Bhadwar ,02,Jhikli Pladi I,Palahri ,008666,02024110127,,,,
2849,02,Himachal Pradesh,Kangra,024,Nurpur,11,Bhadwar ,02,Jhikli Pladi II,Palahri ,008666,02024110128,,,,
2850,02,Himachal Pradesh,Kangra,024,Nurpur,11,Bhadwar ,02,Kot,Kot ,008667,02024110129,,,,
2851,02,Himachal Pradesh,Kangra,024,Nurpur,11,Bhadwar ,02,Kotpladi,Palahri,008666,02024110130,,,,
2852,02,Himachal Pradesh,Kangra,024,Nurpur,11,Bhadwar ,02,Kuthed,Kuther ,008599,02024110131,,,,
2853,02,Himachal Pradesh,Kangra,024,Nurpur,11,Bhadwar ,02,Muadi,Bharnoli ,008665,02024110132,,,,
2854,02,Himachal Pradesh,Kangra,024,Nurpur,11,Bhadwar ,02,Nagni,Kohri ,008600,02024110133,,,,
2855,02,Himachal Pradesh,Kangra,024,Nurpur,11,Bhadwar ,02,Rinna,Reena ,008595,02024110134,,,,
2856,02,Himachal Pradesh,Kangra,024,Nurpur,11,Bhadwar ,02,Salkoh,Salkoh ,008658,02024110135,,,,
2857,02,Himachal Pradesh,Kangra,024,Nurpur,11,Bhadwar ,02,Samlet,Hathi Dhar ,008673,02024110136,,,,
2858,02,Himachal Pradesh,Kangra,024,Nurpur,11,Bhadwar ,02,Tanan,Tannan ,008591,02024110137,,,,
2859,02,Himachal Pradesh,Kangra,024,Nurpur,11,Bhadwar ,02,Tikka Nagrota,Nagrota ,008656,02024110138,,,,
2860,02,Himachal Pradesh,Kangra,024,Nurpur,11,Chhattar ,03,Bassa,Basa ,008516,02024110139,,,,
2861,02,Himachal Pradesh,Kangra,024,Nurpur,11,Chhattar ,03,Bhamoli,Bhamoli ,008525,02024110140,,,,
2862,02,Himachal Pradesh,Kangra,024,Nurpur,11,Chhattar ,03,Chacherer,Chachrehr ,008526,02024110141,,,,
2863,02,Himachal Pradesh,Kangra,024,Nurpur,11,Chhattar ,03,Chatter Jogian,Dagla ,008441,02024110142,,,,
2864,02,Himachal Pradesh,Kangra,024,Nurpur,11,Chhattar ,03,Chatter Khas,Chhatar Jhikla ,008524,02024110143,,,,
2865,02,Himachal Pradesh,Kangra,024,Nurpur,11,Chhattar ,03,Cheer Pradui,Chhatar Jhikla ,008524,02024110144,,,,
2866,02,Himachal Pradesh,Kangra,024,Nurpur,11,Chhattar ,03,Chhatar Jhikla I,Chhatar Jogian ,008522,02024110145,,,,
2867,02,Himachal Pradesh,Kangra,024,Nurpur,11,Chhattar ,03,Chhatar Jhikla II,Chhatar Khas ,008517,02024110146,,,,
2868,02,Himachal Pradesh,Kangra,024,Nurpur,11,Chhattar ,03,Dadho,Dhado ,008447,02024110147,,,,
2869,02,Himachal Pradesh,Kangra,024,Nurpur,11,Chhattar ,03,Dadwara,Dadwara ,008488,02024110148,,,,
2870,02,Himachal Pradesh,Kangra,024,Nurpur,11,Chhattar ,03,Dariad Mini,Dagla ,008441,02024110149,,,,
2871,02,Himachal Pradesh,Kangra,024,Nurpur,11,Chhattar ,03,Fattu Ka Bag,Dagla ,008441,02024110150,,,,
2872,02,Himachal Pradesh,Kangra,024,Nurpur,11,Chhattar ,03,Ghadoli,Gharoli ,008519,02024110151,,,,
2873,02,Himachal Pradesh,Kangra,024,Nurpur,11,Chhattar ,03,Gurha,Ghura ,008489,02024110152,,,,
2874,02,Himachal Pradesh,Kangra,024,Nurpur,11,Chhattar ,03,Kangroot,Bhamoli,008525,02024110153,,,,
2875,02,Himachal Pradesh,Kangra,024,Nurpur,11,Chhattar ,03,Kehad Basa,Basa ,008459,02024110154,,,,
2876,02,Himachal Pradesh,Kangra,024,Nurpur,11,Chhattar ,03,Lohali,Mangdhial ,008523,02024110155,,,,
2877,02,Himachal Pradesh,Kangra,024,Nurpur,11,Chhattar ,03,Mehata,Mehta ,008490,02024110156,,,,
2878,02,Himachal Pradesh,Kangra,024,Nurpur,11,Chhattar ,03,Mungdial,Mangdhial ,008523,02024110157,,,,
2879,02,Himachal Pradesh,Kangra,024,Nurpur,11,Chhattar ,03,Pandora,Pandora ,008521,02024110158,,,,
2880,02,Himachal Pradesh,Kangra,024,Nurpur,11,Chhattar ,03,Sudial,Sudyal ,008674,02024110159,,,,
2881,02,Himachal Pradesh,Kangra,024,Nurpur,11,Ganoh ,04,Agahar,Aghar ,008469,02024110160,,,,
2882,02,Himachal Pradesh,Kangra,024,Nurpur,11,Ganoh ,04,Badan,Snaka ,008499,02024110161,,,,
2883,02,Himachal Pradesh,Kangra,024,Nurpur,11,Ganoh ,04,Barswal Mini,Dhaneti Baraswalan ,008498,02024110162,,,,
2884,02,Himachal Pradesh,Kangra,024,Nurpur,11,Ganoh ,04,Bhatoli,Bhatoli Lamian ,008479,02024110163,,,,
2885,02,Himachal Pradesh,Kangra,024,Nurpur,11,Ganoh ,04,Charudi,Charori ,008491,02024110164,,,,
2886,02,Himachal Pradesh,Kangra,024,Nurpur,11,Ganoh ,04,Dhaneti Bhurian,Dhaneti Bhurian ,008496,02024110165,,,,
2887,02,Himachal Pradesh,Kangra,024,Nurpur,11,Ganoh ,04,Dhaneti Charudian,Dhaneti Churrian ,008500,02024110166,,,,
2888,02,Himachal Pradesh,Kangra,024,Nurpur,11,Ganoh ,04,Dhaneti Garla,Dhaneti Garlian ,008497,02024110167,,,,
2889,02,Himachal Pradesh,Kangra,024,Nurpur,11,Ganoh ,04,Dhaneti Thathar,Thather ,008501,02024110168,,,,
2890,02,Himachal Pradesh,Kangra,024,Nurpur,11,Ganoh ,04,Dumal,Damuwal ,008575,02024110169,,,,
2891,02,Himachal Pradesh,Kangra,024,Nurpur,11,Ganoh ,04,Ganoh,Gunoh,008573,02024110170,,,,
2892,02,Himachal Pradesh,Kangra,024,Nurpur,11,Ganoh ,04,Ghatot,Ghatrot ,008492,02024110171,,,,
2893,02,Himachal Pradesh,Kangra,024,Nurpur,11,Ganoh ,04,Kehrna I,Kerna ,008574,02024110172,,,,
2894,02,Himachal Pradesh,Kangra,024,Nurpur,11,Ganoh ,04,Kehrna II,Kerna ,008574,02024110173,,,,
2895,02,Himachal Pradesh,Kangra,024,Nurpur,11,Ganoh ,04,Nawa Shahar,Nawan Shehr ,008493,02024110174,,,,
2896,02,Himachal Pradesh,Kangra,024,Nurpur,11,Ganoh ,04,Panjahra Barswal,Panjahra Baraswalan    ,008571,02024110175,,,,
2897,02,Himachal Pradesh,Kangra,024,Nurpur,11,Ganoh ,04,Panjahra Dhala,Panjahra Dhallan ,008502,02024110176,,,,
2898,02,Himachal Pradesh,Kangra,024,Nurpur,11,Ganoh ,04,Rod I,Ror ,008470,02024110177,,,,
2899,02,Himachal Pradesh,Kangra,024,Nurpur,11,Ganoh ,04,Rod II,Ror ,008470,02024110178,,,,
2900,02,Himachal Pradesh,Kangra,024,Nurpur,11,Ganoh ,04,Rod III,Ror ,008470,02024110179,,,,
2901,02,Himachal Pradesh,Kangra,024,Nurpur,11,Ganoh ,04,Rupana Lahar,Rupna Lahar ,008471,02024110180,,,,
2902,02,Himachal Pradesh,Kangra,024,Nurpur,11,Ganoh ,04,Saneka,Snaka ,008499,02024110181,,,,
2903,02,Himachal Pradesh,Kangra,024,Nurpur,11,Ganoh ,04,Sukhar I,Sukhar Chudrian ,008504,02024110182,,,,
2904,02,Himachal Pradesh,Kangra,024,Nurpur,11,Ganoh ,04,Sutrar I,Sudrahr ,008472,02024110183,,,,
2905,02,Himachal Pradesh,Kangra,024,Nurpur,11,Ganoh ,04,Sutrar II,Sudrahr ,008472,02024110184,,,,
2906,02,Himachal Pradesh,Kangra,024,Nurpur,11,Ganoh ,04,Tikkar,Tikkar ,008572,02024110185,,,,
2907,02,Himachal Pradesh,Kangra,024,Nurpur,11,Ganoh ,04,Tund I,Tund ,008468,02024110186,,,,
2908,02,Himachal Pradesh,Kangra,024,Nurpur,11,Ganoh ,04,Tund II,Tund ,008468,02024110187,,,,
